lat,lon,genus,species,dbh,dbh_min,dbh_max,year_min,year_max,crown,crown_min,crown_max,height,height_min,height_max,common,location,ref,maintenance,maturity,planted,updated,health,variety,description,family,ule_min,ule_max,address
-38.337422,143.586434,Fraxinus,Oxycarpa,1.4,,,,,,,,10,,,Desert Ash,street,8401,,mature,1985-01-01,,,,,,,,29 Gellibrand ST COLAC VIC 3250//Manifold St//2 trees
-38.342537,143.586191,Cercis,Canadersis,0.2,,,,,,,,3,,,redbud,street,8404,,young,2001-01-01,,,,,,,,101-105 Gellibrand ST COLAC VIC 3250//COPACC - Rae St//11 trees
-38.343201,143.58572,Lophostermon,Confertus,,,,,,,,,,,,Queensland Box Brush,street,8407,,mature,,,,,,,,,101-105 Gellibrand ST COLAC VIC 3250//Behind COPACC Railway St//7 trees
-38.343225,143.584976,Cercis,Canadersis,0.6,,,,,,,,4,,,redbud,street,8418,,semi-mature,1975-01-01,,,,,,,,101-105 Gellibrand ST COLAC VIC 3250//Behind COPACC Railway St//7 trees
-38.343074,143.586205,Lophostermon,Confertus,0.6,,,,,,,,4,,,Queensland Box Brush,street,8421,,semi-mature,1975-01-01,,,,,,,,102 Gellibrand ST COLAC VIC 3250
-38.335854,143.586803,Ulmus,Procera,1.6,,,,,,,,12,,,English Elm,street,8435,,mature,1975-01-01,,,,,,,,14-16 Gellibrand ST COLAC VIC 3250//TWO TREES
-38.335168,143.586925,Ulmus,Procera,1.2,,,,,,,,12,,,English Elm,street,8438,,mature,1975-01-01,,,,,,,,8 Gellibrand ST COLAC VIC 3250
-38.342844,143.586034,Cercis,Canadersis,,,,,,,,,,,,redbud,street,8441,,semi-mature,,,,,,,,,101-105 Gellibrand ST COLAC VIC 3250//Font of Library//2 trees
-38.334603,143.586682,Lophostermon,Confertus,0.6,,,,,,,,5,,,Queensland Box Brush,street,8444,,semi-mature,1985-01-01,,,,,,,,1-5 Gellibrand ST COLAC VIC 3250//FIVE TREES
-38.333893,143.586642,Lophostermon,Confertus,0.6,,,,,,,,5,,,Queensland Box Brush,street,8447,,mature,1975-01-01,,,,,,,,1-5 Gellibrand ST COLAC VIC 3250//FIVE TREES
-38.336668,143.58679,Lophostermon,Confertus,0.8,,,,,,,,4,,,Queensland Box Brush,street,8455,,mature,1975-01-01,,,,,,,,23 Gellibrand ST COLAC VIC 3250//2 trees
-38.336798,143.586815,Callistemon,Viminalis,0.2,,,,,,,,2,,,Weeping Bottle Brush,street,8458,,young,1995-01-01,,,,,,,,5/25-27 Gellibrand ST COLAC VIC 3250//2 trees
-38.336056,143.586584,Lophostermon,Confertus,0.4,,,,,,,,6,,,Queensland Box Brush,street,8461,,semi-mature,1985-01-01,,,,,,,,//CNR//2 trees
-38.33695,143.586827,Callistemon,Viminalis,1.4,,,,,,,,4,,,Weeping Bottle Brush,street,8464,,semi-mature,1985-01-01,,,,,,,,4/25-27 Gellibrand ST COLAC VIC 3250//2 trees
-38.336041,143.587175,Lophostermon,Confertus,0.4,,,,,,,,5,,,Queensland Box Brush,street,8467,,semi-mature,1985-01-01,,,,,,,,//2 trees
-38.335193,143.57899,Photina,Robusta,0.3,,,,,,,,3,,,Photina,street,8481,,semi-mature,1985-01-01,,,,,,,,4 Gilmartin ST COLAC VIC 3250
-38.335292,143.578795,Photina,Robusta,0.3,,,,,,,,3,,,Photina,street,8484,,semi-mature,1985-01-01,,,,,,,,5 Gilmartin ST COLAC VIC 3250//TWO TREES
-38.33204,143.606623,Melaleuca,Nesophila,0.5,,,,,,,,3,,,Snowy Honey Myrtle,street,8490,,semi-mature,1990-01-01,,,,,,,,3 Glenn CT COLAC VIC 3250
-38.335006,143.580965,Fraxinus,Oxycarpa,0.6,,,,,,,,6,,,Desert Ash,street,8498,,mature,1985-01-01,,,,,,,,13-15 Grant ST COLAC VIC 3250//TWO TREES
-38.336172,143.581276,Metrosideros,Excelsa,0.8,,,,,,,,3,,,New Zealand Christmas Bush,street,8501,,semi-mature,1985-01-01,,,,,,,,24 Grant ST COLAC VIC 3250//LIGAR ST//TWO TREES
-38.337351,143.581554,Plantanus,Orientalis,1,,,,,,,,15,,,Plane Tree,street,8518,,mature,1975-01-01,,,,,,,,33 Grant ST COLAC VIC 3250
-38.335761,143.581448,Plantanus,Orientalis,1,,,,,,,,15,,,Plane Tree,street,8524,,mature,1965-01-01,,,,,,,,19 Grant ST COLAC VIC 3250
-38.335243,143.581464,Plantanus,Orientalis,1,,,,,,,,15,,,Plane Tree,street,8527,,mature,1975-01-01,,,,,,,,13-15 Grant ST COLAC VIC 3250//TWO TREES
-38.334478,143.581415,Plantanus,Orientalis,1,,,,,,,,12,,,Plane Tree,street,8530,,mature,1975-01-01,,,,,,,,3 Grant ST COLAC VIC 3250
-38.336802,143.58166,Fraxinus,Oxycarpa,1,,,,,,,,8,,,Desert Ash,street,8538,,mature,1975-01-01,,,,,,,,28 Grant ST COLAC VIC 3250
-38.335826,143.581625,Plantanus,Orientalis,1.2,,,,,,,,14,,,Plane Tree,street,8541,,mature,1975-01-01,,,,,,,,20 Grant ST COLAC VIC 3250
-38.334789,143.581563,Plantanus,Orientalis,0.8,,,,,,,,12,,,Plane Tree,street,8544,,mature,1975-01-01,,,,,,,,12 Grant ST COLAC VIC 3250
-38.337014,143.581684,Plantanus,Orientalis,0.8,,,,,,,,8,,,Plane Tree,street,8547,,mature,1975-01-01,,,,,,,,30 Grant ST COLAC VIC 3250
-38.350655,143.584075,Photina,Robusta,0.4,,,,,,,,4,,,Photina,street,8553,,semi-mature,1980-01-01,,,,,,,,65 Gravesend ST COLAC VIC 3250
-38.352562,143.583716,Photina,Robusta,0.4,,,,,,,,4,,,Photina,street,8564,,mature,1970-01-01,,,,,,,,1/89 Gravesend ST COLAC VIC 3250
-38.344712,143.585731,Prunus,Cerasifera,0.3,,,,,,,,3,,,Cherry Plum,street,8567,,semi-mature,1980-01-01,,,,,,,,4 Gravesend ST COLAC VIC 3250//Wilson St
-38.346277,143.585444,Prunus,Blierana,0.8,,,,,,,,4,,,Double Pink Flowering Gum,street,8570,,semi-mature,1980-01-01,,,,,,,,22 Gravesend ST COLAC VIC 3250//Morrison St//2 trees
-38.349321,143.584133,Agonis,Flexuosa,0.3,,,,,,,,4,,,Weeping Willow Myrtle,street,8573,,semi-mature,1980-01-01,,,,,,,,51 Gravesend ST COLAC VIC 3250//Hearn St
-38.345272,143.585238,Photina,Robusta,0.3,,,,,,,,3,,,Photina,street,8581,,semi-mature,1970-01-01,,,,,,,,1/10 Gravesend ST COLAC VIC 3250
-38.346085,143.584935,Photina,Robusta,0.3,,,,,,,,3,,,Photina,street,8584,,semi-mature,1980-01-01,,,,,,,,17 Gravesend ST COLAC VIC 3250//2 TREES
-38.347749,143.584632,Photina,Robusta,0.3,,,,,,,,3,,,Photina,street,8587,,semi-mature,1980-01-01,,,,,,,,35 Gravesend ST COLAC VIC 3250
-38.346846,143.584782,Photina,Robusta,0.2,,,,,,,,2,,,Photina,street,8590,,semi-mature,1980-01-01,,,,,,,,27 Gravesend ST COLAC VIC 3250
-38.347239,143.584708,Photina,Robusta,0.6,,,,,,,,4,,,Photina,street,8593,,semi-mature,1980-01-01,,,,,,,,31 Gravesend ST COLAC VIC 3250
-38.346598,143.576348,Melaleuca,Linarifolia,0.9,,,,,,,,6,,,Snow in Summer,street,8607,,mature,1975-01-01,,,,,,,,10 Hancock ST COLAC VIC 3250
-38.346863,143.576327,Melaleuca,Linarifolia,0.9,,,,,,,,5,,,Snow in Summer,street,8610,,mature,1975-01-01,,,,,,,,5 Hancock ST COLAC VIC 3250
-38.347768,143.576154,Melaleuca,Stypheliodes,1,,,,,,,,5,,,Prickly Paperback,street,8613,,mature,1975-01-01,,,,,,,,17 Hancock ST COLAC VIC 3250
-38.347495,143.576202,Melaleuca,Linarifolia,1,,,,,,,,5,,,Snow in Summer,street,8621,,mature,1975-01-01,,,,,,,,13 Hancock ST COLAC VIC 3250
-38.34705,143.576284,Melaleuca,Stypheliodes,1,,,,,,,,6,,,Prickly Paperback,street,8624,,mature,1975-01-01,,,,,,,,7 Hancock ST COLAC VIC 3250
-38.330352,143.571363,Prunus,Cerasifera,0.3,,,,,,,,5,,,Cherry Plum,street,8630,,semi-mature,1970-01-01,,,,,,,,1 Handley CT COLAC VIC 3250
-38.339419,143.596223,Prunus,Blierana,0.3,,,,,,,,3,,,Double Pink Flowering Gum,street,8633,,semi-mature,1980-01-01,,,,,,,,1 Harris ST COLAC VIC 3250//Nicholas St
-38.343268,143.580548,Corymbia,Ficifolia,1,,,,,,,,6,,,Red Flowering Gum,street,8636,,semi-mature,1980-01-01,,,,,,,,39 Hart ST COLAC VIC 3250
-38.351963,143.579087,Melaleuca,Stypheliodes,0.4,,,,,,,,3,,,Prickly Paperback,street,8644,,semi-mature,1985-01-01,,,,,,,,116 Hart ST COLAC VIC 3250
-38.351415,143.579187,Melaleuca,Linarifolia,0.3,,,,,,,,4,,,Snow in Summer,street,8647,,semi-mature,1985-01-01,,,,,,,,110 Hart ST COLAC VIC 3250
-38.3484,143.57959,Betula,Alba,0.4,,,,,,,,10,,,Silver Birch,street,8650,,semi-mature,1980-01-01,,,,,,,,89 Hart ST COLAC VIC 3250
-38.346912,143.579701,Angophora,Costata,0.8,,,,,,,,10,,,Sydney Red Gum,street,8656,,semi-mature,1980-01-01,,,,,,,,73 Hart ST COLAC VIC 3250//McLeod St
-38.341925,143.580863,Corymbia,Ficifolia,0.8,,,,,,,,6,,,Red Flowering Gum,street,8664,,semi-mature,1985-01-01,,,,,,,,23 Hart ST COLAC VIC 3250
-38.345149,143.579898,Melaleuca,Stypheliodes,0.4,,,,,,,,4,,,Prickly Paperback,street,8667,,semi-mature,1980-01-01,,,,,,,,53 Hart ST COLAC VIC 3250//McKenzie St//2 trees
-38.346305,143.580143,Betula,Alba,0.3,,,,,,,,4,,,Silver Birch,street,8670,,semi-mature,1985-01-01,,,,,,,,60 Hart ST COLAC VIC 3250
-38.345811,143.580245,Eucalyptus,Ovata,0.8,,,,,,,,5,,,Swamp Gum,street,8673,,mature,1985-01-01,,,,,,,,54 Hart ST COLAC VIC 3250
-38.34506,143.580379,Betula,Alba,0.2,,,,,,,,4,,,Silver Birch,street,8676,,semi-mature,1985-01-01,,,,,,,,46 Hart ST COLAC VIC 3250
-38.345246,143.580346,Eucalyptus,Ovata,0.8,,,,,,,,5,,,Swamp Gum,street,8684,,semi-mature,1985-01-01,,,,,,,,48 Hart ST COLAC VIC 3250
-38.350294,143.579389,Melaleuca,Linarifolia,0.4,,,,,,,,4,,,Snow in Summer,street,8687,,semi-mature,1985-01-01,,,,,,,,98 Hart ST COLAC VIC 3250
-38.350167,143.579428,Melaleuca,Stypheliodes,0.3,,,,,,,,4,,,Prickly Paperback,street,8690,,semi-mature,1985-01-01,,,,,,,,96 Hart ST COLAC VIC 3250
-38.347201,143.579975,Betula,Alba,0.6,,,,,,,,5,,,Silver Birch,street,8693,,semi-mature,1985-01-01,,,,,,,,70 Hart ST COLAC VIC 3250
-38.341296,143.580443,Carpinus,Betulus,0.5,,,,,,,,7,,,Common Hornbeam,street,8696,,semi-mature,1970-01-01,,,,,,,,17 Hart ST COLAC VIC 3250//Miller St//2 trees
-38.349634,143.587034,Eucalyptus,Maculata,0.3,,,,,,,,2,,,Spotted Gum,street,8707,,semi-mature,1985-01-01,,,,,,,,135 Hearn ST COLAC VIC 3250
-38.349475,143.585544,Agonis,Flexuosa,0.3,,,,,,,,2,,,Weeping Willow Myrtle,street,8710,,semi-mature,1985-01-01,,,,,,,,147 Hearn ST COLAC VIC 3250
-38.349239,143.583533,Agonis,Flexuosa,0.2,,,,,,,,2,,,Weeping Willow Myrtle,street,8713,,semi-mature,1985-01-01,,,,,,,,153 Hearn ST COLAC VIC 3250
-38.348953,143.580969,Agonis,Flexuosa,0.3,,,,,,,,4,,,Weeping Willow Myrtle,street,8716,,semi-mature,1985-01-01,,,,,,,,173 Hearn ST COLAC VIC 3250
-38.34883,143.579982,Agonis,Flexuosa,0.3,,,,,,,,4,,,Weeping Willow Myrtle,street,8719,,semi-mature,1985-01-01,,,,,,,,183 Hearn ST COLAC VIC 3250
-38.349607,143.587709,Eucalyptus,Maculata,,,,,,,,,,,,Spotted Gum,street,8727,,semi-mature,,,,,,,,,129 Hearn ST COLAC VIC 3250//Turner St//4 trees
-38.349605,143.587544,Eucalyptus,Ovata,,,,,,,,,,,,Swamp Gum,street,8730,,semi-mature,,,,,,,,,131 Hearn ST COLAC VIC 3250//Turner St//3 trees
-38.349186,143.585892,Eucalyptus,Ovata,,,,,,,,,,,,Swamp Gum,street,8733,,semi-mature,,,,,,,,,149 Hearn ST COLAC VIC 3250//Myer St//4 trees
-38.349465,143.581785,Quercus,Robur,1,,,,,,,,10,,,English Oak,street,8736,,semi-mature,1985-01-01,,,,,,,,168 Hearn ST COLAC VIC 3250//Campbell St
-38.348523,143.578457,Melaleuca,Stypheliodes,0.5,,,,,,,,4,,,Prickly Paperback,street,8739,,semi-mature,1985-01-01,,,,,,,,191 Hearn ST COLAC VIC 3250//Richmond St
-38.349236,143.5859,Cotoneaster,Orientalis,1,,,,,,,,13,,,Cotoneaster,street,8750,,semi-mature,1985-01-01,,,,,,,,149 Hearn ST COLAC VIC 3250//Myer St//4 trees
-38.349219,143.582245,Agonis,Flexuosa,0.3,,,,,,,,4,,,Weeping Willow Myrtle,street,8753,,semi-mature,1980-01-01,,,,,,,,164 Hearn ST COLAC VIC 3250
-38.348554,143.579573,Betula,Alba,0.3,,,,,,,,3,,,Silver Birch,street,8759,,young,1995-01-01,,,,,,,,185A Hearn ST COLAC VIC 3250//Hart St//2 trees
-38.348708,143.578852,Quercus,Robur,0.3,,,,,,,,4,,,English Oak,street,8767,,semi-mature,1985-01-01,,,,,,,,187 Hearn ST COLAC VIC 3250
-38.348607,143.577938,Agonis,Flexuosa,0.5,,,,,,,,3,,,Weeping Willow Myrtle,street,8770,,semi-mature,1985-01-01,,,,,,,,195 Hearn ST COLAC VIC 3250
-38.348531,143.577339,Agonis,Flexuosa,0.5,,,,,,,,3,,,Weeping Willow Myrtle,street,8773,,semi-mature,1985-01-01,,,,,,,,201 Hearn ST COLAC VIC 3250
-38.349205,143.582127,Agonis,Flexuosa,0.3,,,,,,,,4,,,Weeping Willow Myrtle,street,8776,,semi-mature,1980-01-01,,,,,,,,166 Hearn ST COLAC VIC 3250
-38.348971,143.580038,Agonis,Flexuosa,0.8,,,,,,,,8,,,Weeping Willow Myrtle,street,8779,,semi-mature,1980-01-01,,,,,,,,192 Hearn ST COLAC VIC 3250
-38.34911,143.581063,Agonis,Flexuosa,0.3,,,,,,,,5,,,Weeping Willow Myrtle,street,8782,,semi-mature,1985-01-01,,,,,,,,180-186 Hearn ST COLAC VIC 3250
-38.34759,143.577246,Prunus,Cerasifera,0.2,,,,,,,,4,,,Cherry Plum,street,8790,,semi-mature,1985-01-01,,,,,,,,10 Hebb CT COLAC VIC 3250
-38.347735,143.577459,Callistemon,Citrinus,0.1,,,,,,,,1,,,Scarlet Bottle brush,street,8793,,young,1995-01-01,,,,,,,,6 Hebb CT COLAC VIC 3250
-38.337207,143.589009,Fraxinus,Oxycarpa,,,,,,,,,,,,Desert Ash,street,8802,,mature,,,,,,,,,25-29 Hesse ST COLAC VIC 3250//Manifold St - Seven Day Advent//2 Trees
-38.337558,143.589536,Quercus,Robur,1.2,,,,,,,,12,,,English Oak,street,8810,,mature,1900-01-01,,,,,,,,3/31 Hesse ST COLAC VIC 3250//TWO TREES
-38.341754,143.589949,Lophostermon,Confertus,0.5,,,,,,,,8,,,Queensland Box Brush,street,8813,,semi-mature,1985-01-01,,,,,,,,//Old Gas Plant//7 trees
-38.341754,143.589675,Lophostermon,Confertus,0.5,,,,,,,,8,,,Queensland Box Brush,street,8819,,semi-mature,1985-01-01,,,,,,,,69 Hesse ST COLAC VIC 3250
-38.34033,143.589635,Prunus,Blierana,0.3,,,,,,,,4,,,Double Pink Flowering Gum,street,8822,,semi-mature,1985-01-01,,,,,,,,47-49 Hesse ST COLAC VIC 3250//2 trees
-38.338533,143.589955,Zelkova,Serrata,0.4,,,,,,,,4,,,Japanese Elm,street,8830,,semi-mature,1985-01-01,,,,,,,,42-48 Hesse ST COLAC VIC 3250//Dennis St//5 trees
-38.337877,143.589563,Quercus,Robur,1.2,,,,,,,,12,,,English Oak,street,8836,,mature,1900-01-01,,,,,,,,35 Hesse ST COLAC VIC 3250//TWO TREES
-38.335221,143.589416,Quercus,Robur,1.2,,,,,,,,14,,,English Oak,street,8839,,mature,1900-01-01,,,,,,,,17 Hesse ST COLAC VIC 3250//FRONT OF MANSE//TWO TREES
-38.334006,143.58931,Quercus,Robur,1.5,,,,,,,,14,,,English Oak,street,8842,,mature,1900-01-01,,,,,,,,3 Hesse ST COLAC VIC 3250
-38.33496,143.588925,Fraxinus,Oxycarpa,1,,,,,,,,10,,,Desert Ash,street,8850,,mature,1965-01-01,,,,,,,,15 Hesse ST COLAC VIC 3250//CALVERT ST//TWO TREES
-38.337731,143.589731,Quercus,Robur,1,,,,,,,,11,,,English Oak,street,8853,,mature,1900-01-01,,,,,,,,34 Hesse ST COLAC VIC 3250//FREEMASONS HALL//TWO TREES
-38.338265,143.589563,Quercus,Robur,1.2,,,,,,,,12,,,English Oak,street,8856,,mature,1900-01-01,,,,,,,,//TWO TREES
-38.334115,143.589488,Quercus,Robur,1.2,,,,,,,,14,,,English Oak,street,8859,,mature,1900-01-01,,,,,,,,2/4 Hesse ST COLAC VIC 3250//TWO TREES
-38.337175,143.590182,Fraxinus,Excelsior,1,,,,,,,,14,,,Golden Ash,street,8862,,mature,1900-01-01,,,,,,,,28 Hesse ST COLAC VIC 3250//TWO TREES
-38.336802,143.589697,Quercus,Cerris,1,,,,,,,,14,,,Turkey Oak,street,8865,,mature,1900-01-01,,,,,,,,26 Hesse ST COLAC VIC 3250//TWO TREES
-38.341002,143.573158,Prunus,Blierana,0.25,,,,,,,,3,,,Double Pink Flowering Gum,street,8876,,semi-mature,1970-01-01,,,,,,,,22 Hewitt ST COLAC VIC 3250
-38.34085,143.572012,Hakea,Laurina,0.3,,,,,,,,1,,,Pinchusion Hakea,street,8879,,semi-mature,1970-01-01,,,,,,,,32 Hewitt ST COLAC VIC 3250
-38.341031,143.574583,Pittosporum,Undulatum,0.2,,,,,,,,2,,,Victorian Box,street,8882,,semi-mature,1975-01-01,,,,,,,,11 Hewitt ST COLAC VIC 3250
-38.341118,143.575354,Eucalyptus,Leucoxylon,0.4,,,,,,,,3,,,Yellow Gum,street,8885,,semi-mature,1970-01-01,,,,,,,,3 Hewitt ST COLAC VIC 3250
-38.332362,143.571798,Prunus,Blierana,0.15,,,,,,,,2,,,Double Pink Flowering Gum,street,8896,,semi-mature,1975-01-01,,,,,,,,4 Howey CT COLAC VIC 3250
-38.332541,143.572265,Prunus,Blierana,0.2,,,,,,,,2,,,Double Pink Flowering Gum,street,8899,,semi-mature,1975-01-01,,,,,,,,9 Howey CT COLAC VIC 3250
-38.34031,143.602516,Escallonia,Rubra,0.6,,,,,,,,1,,,Crimson Spire,street,8902,,semi-mature,1988-01-01,,,,,,,,5 Hurst CT COLAC VIC 3250//Maitre D
-38.344367,143.573954,Hakea,Laurina,0.1,,,,,,,,2,,,Pinchusion Hakea,street,8913,,semi-mature,1980-01-01,,,,,,,,9 Elsinore ST COLAC VIC 3250
-38.339794,143.57334,Melaleuca,Stypheliodes,0.8,,,,,,,,8,,,Prickly Paperback,street,8916,,semi-mature,1970-01-01,,,,,,,,43 Jennings ST COLAC VIC 3250
-38.340012,143.575369,Melaleuca,Stypheliodes,0.5,,,,,,,,4,,,Prickly Paperback,street,8919,,semi-mature,1970-01-01,,,,,,,,25 Jennings ST COLAC VIC 3250
-38.339922,143.57447,Melaleuca,Stypheliodes,0.5,,,,,,,,4,,,Prickly Paperback,street,8922,,semi-mature,1970-01-01,,,,,,,,33 Jennings ST COLAC VIC 3250
-38.339814,143.573603,Prunus,Blierana,0.6,,,,,,,,4,,,Double Pink Flowering Gum,street,8925,,semi-mature,1970-01-01,,,,,,,,41 Jennings ST COLAC VIC 3250
-38.339649,143.572199,Banksia,Marginata,0.1,,,,,,,,2,,,Silver Banksia,street,8933,,young,2002-01-01,,,,,,,,55 Jennings ST COLAC VIC 3250
-38.339518,143.570997,Melaleuca,Stypheliodes,0.4,,,,,,,,3,,,Prickly Paperback,street,8936,,semi-mature,1970-01-01,,,,,,,,65 Jennings ST COLAC VIC 3250
-38.340312,143.574011,Malus,Domestica,0.3,,,,,,,,4,,,Apple Tree,street,8939,,semi-mature,1980-01-01,,,,,,,,40 Jennings ST COLAC VIC 3250//Eureka St side
-38.33928,143.570439,Photina,Robusta,0.1,,,,,,,,2,,,Photina,street,8942,,semi-mature,1980-01-01,,,,,,,,69 Jennings ST COLAC VIC 3250//White Ave side
-38.33903,143.568148,Lophostermon,Confertus,0.2,,,,,,,,4,,,Queensland Box Brush,street,8945,,semi-mature,1980-01-01,,,,,,,,83 Jennings ST COLAC VIC 3250//2 TREES West St side
-38.33933,143.571531,Melaleuca,Stypheliodes,0.3,,,,,,,,4,,,Prickly Paperback,street,8948,,semi-mature,1985-01-01,,,,,,,,61 Jennings ST COLAC VIC 3250
-38.338762,143.565945,Lophostermon,Confertus,0.3,,,,,,,,7,,,Queensland Box Brush,street,8956,,semi-mature,1980-01-01,,,,,,,,103 Jennings ST COLAC VIC 3250//3 TREES McLennan St side
-38.33963,143.570977,Melaleuca,Linarifolia,0.6,,,,,,,,7,,,Snow in Summer,street,8962,,semi-mature,1970-01-01,,,,,,,,66 Jennings ST COLAC VIC 3250//3 trees
-38.339757,143.571955,Banksia,Marginata,0.1,,,,,,,,2,,,Silver Banksia,street,8965,,young,2002-01-01,,,,,,,,58 Jennings ST COLAC VIC 3250
-38.339591,143.570516,Banksia,Marginata,0.15,,,,,,,,2,,,Silver Banksia,street,8968,,young,2002-01-01,,,,,,,,68 Jennings ST COLAC VIC 3250
-38.340139,143.575326,Melaleuca,Stypheliodes,0.5,,,,,,,,4,,,Prickly Paperback,street,8976,,semi-mature,1970-01-01,,,,,,,,28 Jennings ST COLAC VIC 3250
-38.339455,143.568414,Prunus,Blierana,0.2,,,,,,,,2,,,Double Pink Flowering Gum,street,8979,,semi-mature,1980-01-01,,,,,,,,80-84 Jennings ST COLAC VIC 3250//2 TREES Lynn Court side
-38.340035,143.574395,Melaleuca,Linarifolia,0.5,,,,,,,,6,,,Snow in Summer,street,8982,,semi-mature,1970-01-01,,,,,,,,38 Jennings ST COLAC VIC 3250
-38.339376,143.569764,Melaleuca,Stypheliodes,0.3,,,,,,,,4,,,Prickly Paperback,street,8985,,semi-mature,1970-01-01,,,,,,,,75 Jennings ST COLAC VIC 3250
-38.33915,143.567679,Agonis,Flexuosa,1,,,,,,,,3,,,Weeping Willow Myrtle,street,8988,,semi-mature,1970-01-01,,,,,,,,87 Jennings ST COLAC VIC 3250
-38.339081,143.56719,Agonis,Flexuosa,0.4,,,,,,,,5,,,Weeping Willow Myrtle,street,8996,,semi-mature,1970-01-01,,,,,,,,93 Jennings ST COLAC VIC 3250
-38.338997,143.566251,Agonis,Flexuosa,0.9,,,,,,,,4,,,Weeping Willow Myrtle,street,8999,,semi-mature,1970-01-01,,,,,,,,101 Jennings ST COLAC VIC 3250
-38.339064,143.566932,Agonis,Flexuosa,0.7,,,,,,,,4,,,Weeping Willow Myrtle,street,9002,,semi-mature,1980-01-01,,,,,,,,95 Jennings ST COLAC VIC 3250
-38.347607,143.592911,Prunus,Blierana,0.3,,,,,,,,2,,,Double Pink Flowering Gum,street,9019,,semi-mature,1970-01-01,,,,,,,,5 Johnstone CRES COLAC VIC 3250
-38.34753,143.592127,Prunus,Blierana,0.2,,,,,,,,2,,,Double Pink Flowering Gum,street,9022,,semi-mature,1975-01-01,,,,,,,,1 Johnstone CRES COLAC VIC 3250
-38.342544,143.579269,Prunus,Blierana,0.1,,,,,,,,2,,,Double Pink Flowering Gum,street,9025,,young,2004-01-01,,,,,,,,1 Kemp ST COLAC VIC 3250
-38.343016,143.579185,Prunus,Blierana,0.6,,,,,,,,4,,,Double Pink Flowering Gum,street,9028,,semi-mature,1980-01-01,,,,,,,,7 Kemp ST COLAC VIC 3250
-38.343185,143.579305,Prunus,Blierana,0.8,,,,,,,,5,,,Double Pink Flowering Gum,street,9031,,semi-mature,1980-01-01,,,,,,,,10 Kemp ST COLAC VIC 3250
-38.346664,143.590652,Nerium,Oleander,0.6,,,,,,,,2,,,Oleander,street,9039,,semi-mature,1985-01-01,,,,,,,,17 Lawrence CT COLAC VIC 3250//3 trees
-38.346859,143.590209,Prunus,Blierana,0.2,,,,,,,,1,,,Double Pink Flowering Gum,street,9042,,semi-mature,1975-01-01,,,,,,,,27 Lawrence CT COLAC VIC 3250
-38.346337,143.590732,Prunus,Blierana,0.1,,,,,,,,3,,,Double Pink Flowering Gum,street,9048,,semi-mature,1975-01-01,,,,,,,,13 Lawrence CT COLAC VIC 3250
-38.345982,143.589802,Melaleuca,Stypheliodes,1.2,,,,,,,,8,,,Prickly Paperback,street,9051,,semi-mature,1975-01-01,,,,,,,,1 Lawrence CT COLAC VIC 3250
-38.337633,143.564876,Callistemon,Citrinus,0.05,,,,,,,,2,,,Scarlet Bottle brush,street,9059,,young,1990-01-01,,,,,,,,15-16 Leahy CT COLAC VIC 3250//2 TREES
-38.337771,143.56484,Melaleuca,Linarifolia,0.15,,,,,,,,4,,,Snow in Summer,street,9062,,young,1990-01-01,,,,,,,,17 Leahy CT COLAC VIC 3250
-38.335866,143.57856,Metrosideros,Excelsa,0.2,,,,,,,,1,,,Queensland Christmas Bush,street,9065,,semi-mature,1985-01-01,,,,,,,,27 Ligar ST COLAC VIC 3250
-38.33579,143.577967,Metrosideros,Excelsa,0.2,,,,,,,,2,,,Queensland Christmas Bush,street,9068,,semi-mature,1985-01-01,,,,,,,,33 Ligar ST COLAC VIC 3250
-38.335821,143.578239,Metrosideros,Excelsa,0.2,,,,,,,,1,,,Queensland Christmas Bush,street,9071,,semi-mature,1985-01-01,,,,,,,,31 Ligar ST COLAC VIC 3250
-38.336044,143.575674,Agonis,Flexuosa,0.3,,,,,,,,4,,,Weeping Willow Myrtle,street,9079,,semi-mature,1985-01-01,,,,,,,,36 Ligar ST COLAC VIC 3250
-38.337589,143.579691,Metrosideros,Excelsa,0.2,,,,,,,,2,,,New Zealand Christmas Bush,street,9082,,semi-mature,1985-01-01,,,,,,,,2-24 Ligar ST COLAC VIC 3250//SKENE ST
-38.337547,143.579479,Lophostermon,Confertus,0.3,,,,,,,,3,,,Queensland Box Brush,street,9085,,semi-mature,1985-01-01,,,,,,,,2-24 Ligar ST COLAC VIC 3250
-38.335937,143.579254,Metrosideros,Excelsa,0.1,,,,,,,,1,,,New Zealand Christmas Bush,street,9088,,semi-mature,1985-01-01,,,,,,,,21 Ligar ST COLAC VIC 3250
-38.33659,143.597615,Callistemon,Viminalis,0.5,,,,,,,,4,,,Weeping Bottle Brush,street,9102,,semi-mature,1985-01-01,,,,,,,,9 Lyons ST COLAC VIC 3250//2 trees
-38.336655,143.597295,Prunus,Cerasifera,0.3,,,,,,,,4,,,Cherry Plum,street,9105,,semi-mature,1985-01-01,,,,,,,,7 Lyons ST COLAC VIC 3250
-38.336711,143.597163,Cupressus,Macrocarpa,0.3,,,,,,,,2,,,Monterey Cyress,street,9108,,semi-mature,1985-01-01,,,,,,,,5 Lyons ST COLAC VIC 3250//2 trees
-38.337285,143.591009,Fraxinus,Raywoodii,1.2,,,,,,,,15,,,Claret Ash,street,9114,,mature,1975-01-01,,,,,,,,
